ID,REG,DATE,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,CASES
249,jak-pus,06-02-2022,25.2,31.4,27.9,81.0,41.5,0.0,8.0,320.0,3.0,C ,1.0
250,jak-pus,06-02-2023,25,33.4,29.2,67.0,1.2,5.5,4.0,290.0,2.0,C ,5.0
251,jak-pus,06-02-2024,26.2,31.0,26.4,86.0,6.8,3.4,9.0,250.0,1.0,C ,6.0
252,jak-pus,06-03-2021,25.8,30.4,26.8,86.0,0.6,4.2,3.0,300.0,1.0,C ,0.0
253,jak-pus,06-03-2022,25,32.8,27.9,77.0,12.1,2.0,7.0,300.0,4.0,W ,2.0
254,jak-pus,06-03-2023,24,33.0,28.3,71.0,2.3,2.4,7.0,310.0,2.0,C ,4.0
255,jak-pus,06-03-2024,27.2,33.8,29.6,75.0,8888,2.4,5.0,320.0,2.0,C ,13.0
256,jak-pus,06-04-2021,26.0,33.4,29.0,71.0,-,1.5,10.0,250.0,5.0,W ,4.0
257,jak-pus,06-04-2022,24.8,34.4,28.5,74.0,54,7.0,7.0,330.0,1.0,C ,7.0
258,jak-pus,06-04-2023,26.6,34.8,30.3,56,0,9.2,5.0,315.0,1.0,C ,6.0
259,jak-pus,06-04-2024,26.6,32.4,29.2,80.0,2.8,1.2,3.0,320.0,1.0,C ,19.0
260,jak-pus,06-05-2021,26,32.4,27.6,81.0,36.8,4,6.0,250.0,2.0,C ,2.0
261,jak-pus,06-05-2022,26.0,34.8,30.2,74.0,-,7.0,6.0,330.0,1.0,C ,9.0
262,jak-pus,06-05-2023,26,33.2,28.8,82.0,18.1,3.9,3.0,320.0,0.0,C ,4.0
263,jak-pus,06-05-2024,27,33.4,30.5,68.0,-,5.8,3.0,300.0,0.0,C ,26.0
264,jak-pus,06-06-2021,27.4,32.8,29.5,78.0,0,5.6,5.0,330.0,1.0,C ,1.0
265,jak-pus,06-06-2022,25,31.8,27.6,79.0,8888,6.3,4.0,320.0,0.0,C ,7.0
266,jak-pus,06-06-2023,26,31.6,27.8,82.0,0.3,4.4,3.0,110.0,0.0,C ,1.0
267,jak-pus,06-06-2024,26.6,35.6,30.7,68.0,-,6.0,4.0,310.0,1.0,C ,12.0
268,jak-pus,06-07-2021,25,32.2,28.6,74.0,-,5.5,3.0,300.0,1.0,C ,0.0
269,jak-pus,06-07-2022,25,28.6,26.4,89.0,11.6,7,5.0,330.0,0.0,C ,9.0
270,jak-pus,06-07-2023,26.4,30.2,27.8,82.0,1.6,6,3.0,317.0,0.0,C ,3.0
271,jak-pus,06-07-2024,24.6,28.4,24.8,92,15.3,4.2,3.0,120.0,0.0,C ,6.0
272,jak-pus,06-08-2021,24.6,33.0,28.3,72.0,6.2,2.5,6.0,70.0,2.0,C ,0.0
273,jak-pus,06-08-2022,25.0,32.0,28.1,76,-,4.0,8.0,330.0,2.0,C ,3.0
274,jak-pus,06-08-2023,26.4,33.4,28.8,73.0,0,6.8,7.0,20.0,2.0,C ,0.0
275,jak-pus,06-08-2024,26.2,33.8,29.2,69.0,0.0,2.5,5.0,360.0,1.0,C,8.0
276,jak-pus,06-09-2021,27.2,33.4,29.6,72.0,0,5.2,5.0,120.0,2.0,C ,2.0
277,jak-pus,06-09-2022,27.4,34.6,30.0,70.0,0.2,6.5,5.0,120.0,1.0,C ,2.0
278,jak-pus,06-09-2023,25.2,33.4,28.7,65.0,0,8.0,3.0,90.0,0.0,C ,2.0
279,jak-pus,06-09-2024,27.6,35.4,30.6,67.0,0.0,6.8,3.0,330.0,1.0,C,3.0
280,jak-pus,06-10-2021,-,33.2,28.7,77.0,-,6.8,4.0,330.0,1.0,C ,3.0
281,jak-pus,06-10-2022,26.0,33.6,27.9,78.0,0,0.8,8.0,340.0,1.0,C ,2.0
282,jak-pus,06-10-2023,-,32.4,29.3,76.0,-,8.5,5.0,360.0,1.0,C ,4.0
283,jak-pus,06-10-2024,27.2,32.4,29.7,72.0,8888.0,7.5,6.0,320.0,1.0,C,0.0
284,jak-pus,06-11-2021,26.2,32.8,29.4,76.0,2,1.4,6.0,330.0,2.0,C ,1.0
285,jak-pus,06-11-2022,24.2,30.8,27.9,79.0,-,5.0,5.0,320.0,1.0,C ,3.0
286,jak-pus,06-11-2023,25,33.4,30.1,75.0,0,0.6,5.0,320.0,0.0,C ,0.0
287,jak-pus,06-11-2024,25.0,33.4,29.3,73.0,14.5,6.0,5.0,100.0,1.0,C,0.0
288,jak-pus,06-12-2021,24.4,32,26.8,84.0,11.9,0.0,5.0,320.0,1.0,C ,3.0
289,jak-pus,06-12-2022,26.6,30.4,27.9,80.0,0,5.0,4.0,317.0,1.0,C ,7.0
290,jak-pus,06-12-2023,26.2,33.4,29.4,74.0,-,6.5,5.0,320.0,1.0,C ,1.0
291,jak-pus,06-12-2024,25.2,29.6,27.1,86.0,48.2,1.5,3.0,200.0,0.0,C,2.0
292,jak-pus,07-01-2021,24,29.8,26.8,84.0,40.5,-,3.0,320.0,1.0,C ,0.0
293,jak-pus,07-01-2022,25.6,35.0,29.3,74.0,6.8,2.0,5.0,270.0,1.0,C ,5.0
294,jak-pus,07-01-2023,27,33.8,29.6,70.0,0,6.2,4.0,340.0,2.0,C ,3.0
295,jak-pus,07-01-2024,25.8,33.2,28.1,80.0,1.3,3.7,3.0,320.0,1.0,C ,2.0
296,jak-pus,07-02-2021,25.8,30.2,27.8,82.0,67.8,7.6,8.0,350.0,3.0,C ,0.0
297,jak-pus,07-02-2022,25.0,30.4,27.6,82.0,10,1.7,6.0,330.0,1.0,C ,6.0
298,jak-pus,07-02-2023,26.4,30.2,27.8,78.0,0,3.0,4.0,240.0,1.0,C ,0.0
299,jak-pus,07-02-2024,24.6,33.4,28.9,75.0,14.8,3.5,5.0,260.0,1.0,C ,5.0
300,jak-pus,07-03-2021,24.2,30.6,27.1,85.0,67.2,5.0,8.0,330.0,2.0,C ,0.0
301,jak-pus,07-03-2022,26.8,33.0,29.1,71.0,0,4.6,8.0,250.0,2.0,C ,4.0
302,jak-pus,07-03-2023,25.2,31.2,27.7,76.0,8888,5.2,4.0,315.0,1.0,C ,5.0
303,jak-pus,07-03-2024,26.8,34.6,29.7,74.0,4,1.2,5.0,240.0,1.0,C ,11.0
304,jak-pus,07-04-2021,25.4,30.4,27.8,76.0,0.8,5.6,9.0,260.0,2.0,W ,0.0
305,jak-pus,07-04-2022,25.0,33.6,28.9,76.0,8888,8.0,10.0,330.0,2.0,C ,6.0
306,jak-pus,07-04-2023,26.0,32.4,28.7,69,0,5.6,5.0,316.0,1.0,C ,4.0
307,jak-pus,07-04-2024,26.4,34.4,30.1,76.0,-,1.0,5.0,330.0,2.0,C ,17.0
308,jak-pus,07-05-2021,25,32.8,28.8,80.0,4,2.5,6.0,350.0,1.0,C ,3.0
309,jak-pus,07-05-2022,27.6,33.0,29.9,77.0,0,7.3,3.0,350.0,1.0,C ,6.0
310,jak-pus,07-05-2023,26.6,33.2,28.5,83.0,-,3.4,6.0,310.0,1.0,C ,1.0
311,jak-pus,07-05-2024,28,35,31.0,68.0,0,3.7,2.0,50.0,1.0,C ,22.0
312,jak-pus,07-06-2021,25.2,32.5,28.1,80.0,31.4,6.5,5.0,320.0,1.0,C ,2.0
313,jak-pus,07-06-2022,25.4,32.0,28.1,78.0,0.5,0.2,4.0,120.0,0.0,C ,4.0
314,jak-pus,07-06-2023,26,33.8,29.8,72.0,1.7,0.0,5.0,310.0,1.0,C ,3.0
315,jak-pus,07-06-2024,27,33.2,29.9,73.0,-,6.6,8.0,360.0,2.0,C ,13.0
316,jak-pus,07-07-2021,26,31.8,28.5,70.0,-,6.5,5.0,320.0,1.0,C ,1.0
317,jak-pus,07-07-2022,25.4,32.4,28.6,80.0,16.8,2,4.0,330.0,1.0,C ,9.0
318,jak-pus,07-07-2023,-,31.8,28.2,78.0,2.5,1.5,4.0,320.0,0.0,C ,1.0
319,jak-pus,07-07-2024,23.6,30.4,27.4,81,49.3,0.5,3.0,140.0,0.0,C ,1.0
320,jak-pus,07-08-2021,25,33.4,29.0,74.0,-,6.5,4.0,80.0,2.0,E ,3.0
322,jak-pus,07-08-2022,25.6,32.0,28.1,78,2.6,7.0,3.0,300.0,1.0,C ,2.0
323,jak-pus,07-08-2023,26.2,32.6,28.8,76.0,0,7.0,5.0,310.0,1.0,C ,6.0
324,jak-pus,07-08-2024,25.0,33.2,28.9,72.0,0.0,7.0,7.0,330.0,1.0,C,4.0
325,jak-pus,07-09-2021,27.0,31.4,28.8,74.0,0,4.3,4.0,340.0,1.0,C ,1.0
326,jak-pus,07-09-2022,25,31.0,27.4,85.0,0.2,6.3,3.0,260.0,0.0,C ,3.0
327,jak-pus,07-09-2023,26,32.6,28.7,70.0,0,9.2,6.0,320.0,1.0,C ,1.0
328,jak-pus,07-09-2024,26.0,35.2,30.4,64.0,0.0,7.0,4.0,120.0,2.0,C,2.0
329,jak-pus,07-10-2021,25.6,32.4,29.3,66.0,-,5.5,8.0,330.0,2.0,C ,3.0
330,jak-pus,07-10-2022,25.0,32.2,27.2,85.0,48.6,7.8,3.0,270.0,1.0,C ,2.0
331,jak-pus,07-10-2023,26.4,33.6,29.6,74.0,0,4.4,7.0,340.0,1.0,C ,4.0
332,jak-pus,07-10-2024,27.0,35.8,30.5,62.0,0.0,5.5,5.0,140.0,1.0,C,1.0
333,jak-pus,07-11-2021,26.0,32.4,27.6,84.0,-,7.8,7.0,320.0,2.0,C ,2.0
334,jak-pus,07-11-2022,25.6,30.4,27.5,83.0,2.2,0.0,3.0,320.0,0.0,C ,5.0
335,jak-pus,07-11-2023,27.4,33.4,30.4,71.0,0,5.2,7.0,320.0,2.0,C ,4.0
336,jak-pus,07-11-2024,26.8,33.4,29.5,75.0,0.0,3.5,4.0,300.0,1.0,C,2.0
337,jak-pus,07-12-2021,24,29,26.8,86.0,65.6,2.5,3.0,290.0,1.0,C ,3.0
338,jak-pus,07-12-2022,25.4,31.2,28.2,80.0,8888,0.4,5.0,317.0,0.0,C ,4.0
339,jak-pus,07-12-2023,27.2,33.4,29.2,79.0,0,6.7,4.0,320.0,1.0,C ,2.0
340,jak-pus,07-12-2024,25.4,31.6,27.7,87.0,8888.0,0.2,3.0,330.0,0.0,C,0.0
341,jak-pus,08-01-2021,25,30.2,27.1,85.0,2,0,8.0,320.0,2.0,C ,1.0
342,jak-pus,08-01-2022,26.2,32.4,28.6,77.0,0.3,6.9,4.0,300.0,1.0,C ,4.0
343,jak-pus,08-01-2023,26.6,32.0,28.1,76.0,8888,8,8.0,320.0,2.0,C ,6.0
344,jak-pus,08-01-2024,25.8,31.6,28.3,79.0,-,4.2,5.0,320.0,1.0,C ,7.0
345,jak-pus,08-02-2021,25,30.2,28.0,83.0,9,4.4,8.0,330.0,2.0,C ,4.0
346,jak-pus,08-02-2022,25.4,28.0,26.5,91.0,6.5,5.8,6.0,320.0,0.0,C ,2.0
347,jak-pus,08-02-2023,-,32.2,27.1,87.0,62.8,2.0,4.0,310.0,1.0,C ,5.0
348,jak-pus,08-02-2024,25.4,32.6,29.3,76.0,-,5.0,11.0,330.0,2.0,C ,3.0
349,jak-pus,08-03-2021,-,31.4,27.0,80.0,2,0.2,5.0,250.0,2.0,W ,4.0
350,jak-pus,08-03-2022,25,32.0,27.8,80.0,-,1.1,5.0,330.0,1.0,C ,6.0
351,jak-pus,08-03-2023,25.6,29.2,26.5,88.0,4,8,2.0,250.0,1.0,C ,3.0
352,jak-pus,08-03-2024,25,32,29.2,75.0,0,4.6,4.0,260.0,1.0,C ,9.0
353,jak-pus,08-04-2021,25.6,33.4,29.1,75.0,0.9,0.8,6.0,280.0,1.0,C ,3.0
354,jak-pus,08-04-2022,25.0,34.2,28.0,76.0,8888,5.1,4.0,270.0,0.0,C ,9.0
355,jak-pus,08-04-2023,26.6,33.2,28.9,74,0,8.0,3.0,290.0,1.0,C ,7.0
356,jak-pus,08-04-2024,26,33.0,30.0,72.0,-,4.8,3.0,300.0,2.0,C ,14.0
357,jak-pus,08-05-2021,25.8,33.2,29.2,78.0,0.4,6,7.0,330.0,2.0,C ,7.0
358,jak-pus,08-05-2022,27.4,33.6,30.1,72.0,0,7.2,3.0,50.0,1.0,C ,11.0
359,jak-pus,08-05-2023,26.4,32.8,28.7,78.0,45.5,4.7,3.0,340.0,1.0,C ,4.0
360,jak-pus,08-05-2024,28,34.2,30.5,71.0,-,6.5,3.0,310.0,1.0,C ,25.0
361,jak-pus,08-06-2021,26,32.6,29.1,76.0,-,5,4.0,20.0,2.0,C ,2.0
362,jak-pus,08-06-2022,25.6,30.8,27.3,87.0,13.6,2.7,3.0,330.0,0.0,C ,10.0
363,jak-pus,08-06-2023,27,33.6,29.9,75.0,0,4.0,5.0,315.0,1.0,C ,7.0
364,jak-pus,08-06-2024,27.2,33.8,30.5,72.0,-,6.0,4.0,80.0,2.0,E ,11.0
365,jak-pus,08-07-2021,25.2,33.2,28.5,69.0,0,4.6,3.0,90.0,1.0,C ,0.0
366,jak-pus,08-07-2022,26,32.6,28.8,74.0,-,6.8,7.0,330.0,2.0,C ,9.0
367,jak-pus,08-07-2023,25.4,32.0,28.1,80.0,1.2,1.2,3.0,110.0,1.0,C ,2.0
368,jak-pus,08-07-2024,-,33.6,-,-,-,-,4.0,360.0,1.0,C,6.0
369,jak-pus,08-08-2021,26.2,33.4,29.3,74.0,-,7.2,5.0,70.0,2.0,E ,0.0
371,jak-pus,08-08-2022,25.8,33.2,28.7,70,0,6.5,7.0,320.0,1.0,C ,6.0
372,jak-pus,08-08-2023,26.4,34.0,29.0,77.0,-,5.2,7.0,320.0,2.0,C ,3.0
373,jak-pus,08-08-2024,27.0,33.6,29.4,68.0,0.0,7.0,3.0,110.0,1.0,C,9.0
374,jak-pus,08-09-2021,25.0,32.0,27.9,78.0,6.9,4,7.0,320.0,2.0,C ,0.0
375,jak-pus,08-09-2022,25.6,28.6,26.8,86.0,5.8,4.6,4.0,320.0,1.0,C ,5.0
376,jak-pus,08-09-2023,26.6,33.2,29.0,74.0,0,9.3,3.0,300.0,1.0,C ,2.0
377,jak-pus,08-09-2024,27.4,34.8,30.1,67.0,0.0,8.0,12.0,330.0,2.0,C,0.0
378,jak-pus,08-10-2021,25.8,31.6,28.7,72.0,-,6.4,5.0,320.0,1.0,C ,0.0
379,jak-pus,08-10-2022,24.5,33.4,28.1,74.0,1.2,1.5,4.0,260.0,1.0,C ,0.0
380,jak-pus,08-10-2023,26,33.4,29.7,73.0,-,4.9,4.0,310.0,1.0,C ,3.0
381,jak-pus,08-10-2024,27.4,34.8,30.6,64.0,0.0,8.0,6.0,320.0,1.0,C,3.0
382,jak-pus,08-11-2021,25.2,32.2,28.3,79.0,19.2,1.8,3.0,320.0,1.0,C ,0.0
383,jak-pus,08-11-2022,25.6,30.2,27.5,80.0,0.4,2.0,4.0,317.0,1.0,C ,6.0
384,jak-pus,08-11-2023,27.6,33.6,30.4,72.0,-,3.2,8.0,330.0,1.0,C ,0.0
385,jak-pus,08-11-2024,26.8,33.8,30.0,70.0,0.0,3.5,4.0,300.0,1.0,C,0.0
386,jak-pus,08-12-2021,24.4,32.6,28.1,81.0,1.5,0.0,5.0,320.0,1.0,C ,2.0
387,jak-pus,08-12-2022,25.0,33.0,27.8,80.0,-,1.5,5.0,320.0,1.0,C ,4.0
388,jak-pus,08-12-2023,26.4,32.6,29.4,76.0,0,0.6,5.0,320.0,1.0,C ,2.0
389,jak-pus,08-12-2024,25.0,32.0,28.2,82.0,30.4,1.4,5.0,320.0,1.0,C,2.0
390,jak-pus,09-01-2021,25.6,32.0,26.4,87.0,14.4,0.6,5.0,300.0,1.0,C ,1.0
391,jak-pus,09-01-2022,26.6,32.6,29.1,77.0,0,7.0,8.0,340.0,2.0,C ,6.0
392,jak-pus,09-01-2023,-,32.6,29.0,73.0,8888,3.8,5.0,320.0,3.0,NW,5.0
393,jak-pus,09-01-2024,25.0,33.8,29.2,76.0,-,0.0,7.0,320.0,2.0,C ,1.0
394,jak-pus,09-02-2021,24.2,30.2,27.2,87.0,16.5,3.5,4.0,270.0,1.0,C ,0.0
395,jak-pus,09-02-2022,24.8,30.8,26.5,83.0,63.8,0.0,8.0,330.0,3.0,W ,1.0
396,jak-pus,09-02-2023,25.2,31.8,27.4,73.0,1,2.2,9.0,320.0,1.0,C ,4.0
397,jak-pus,09-02-2024,26.0,31.0,29.0,79.0,-,8.5,6.0,320.0,2.0,NW,2.0
398,jak-pus,09-03-2021,24.8,30.4,27.3,80.0,3.4,2.0,5.0,330.0,1.0,C ,2.0
399,jak-pus,09-03-2022,26,31.8,28.1,80.0,0.5,3.0,7.0,340.0,1.0,C ,8.0
400,jak-pus,09-03-2023,24.8,31.6,27.1,83.0,9.5,0.5,7.0,320.0,1.0,C ,2.0
401,jak-pus,09-03-2024,-,-,-,94.0,4.2,0.5,5.0,270.0,0.0,C ,6.0
402,jak-pus,09-04-2021,25.6,31.8,28.6,78.0,-,6.7,6.0,330.0,2.0,C ,5.0
403,jak-pus,09-04-2022,25.6,32.0,28.5,73.0,45.7,3.7,4.0,330.0,1.0,C ,2.0
404,jak-pus,09-04-2023,27.0,32.8,-,-,8888,7.6,4.0,320.0,2.0,NW,4.0
405,jak-pus,09-04-2024,27.4,32.2,28.6,81.0,-,5.0,3.0,320.0,0.0,C ,22.0
406,jak-pus,09-05-2021,24.6,32.4,28.4,80.0,47,4,4.0,300.0,1.0,C ,2.0
407,jak-pus,09-05-2022,27.6,34.0,29.9,74.0,-,6.0,5.0,40.0,1.0,C ,16.0
408,jak-pus,09-05-2023,26.4,34.2,30.4,75.0,-,3.0,3.0,110.0,1.0,C ,4.0
409,jak-pus,09-05-2024,27,35.2,30.6,73.0,-,4.2,3.0,120.0,1.0,C ,18.0
410,jak-pus,09-06-2021,26.4,32.4,29.1,77.0,2.2,6,5.0,10.0,1.0,C ,2.0
411,jak-pus,09-06-2022,25.8,31.8,26.7,86.0,0.5,2.5,4.0,60.0,0.0,C ,5.0
412,jak-pus,09-06-2023,-,34.0,29.2,73.0,0,3.5,3.0,310.0,1.0,C ,4.0
413,jak-pus,09-06-2024,27.6,33.4,29.6,75.0,0,6.8,5.0,310.0,1.0,C ,9.0
414,jak-pus,09-07-2021,25.4,34.0,29.3,71.0,0,4.0,7.0,320.0,1.0,C ,1.0
415,jak-pus,09-07-2022,25,32.0,28.2,74.0,-,5.7,9.0,330.0,2.0,C ,4.0
416,jak-pus,09-07-2023,25.4,33.2,28.5,76.0,0,2.4,4.0,50.0,2.0,S ,4.0
417,jak-pus,09-07-2024,24.8,31.6,28.1,83,54,7,5.0,310.0,1.0,C,3.0
418,jak-pus,09-08-2021,26.8,33.0,29.6,75.0,0,5.8,5.0,60.0,2.0,C ,0.0
419,jak-pus,09-08-2022,26.4,33.2,29.1,67,-,7.0,6.0,320.0,1.0,C ,5.0
420,jak-pus,09-08-2023,26,33.4,28.7,75.0,0,7.0,4.0,320.0,0.0,C ,0.0
421,jak-pus,09-08-2024,27.0,35.2,29.7,70.0,0.0,2.5,3.0,360.0,1.0,C,4.0
422,jak-pus,09-09-2021,23.6,32.4,27.8,74.0,22,7.2,7.0,330.0,1.0,C ,1.0
423,jak-pus,09-09-2022,25.2,31.2,26.4,86.0,1.5,0.0,5.0,300.0,1.0,C ,3.0
424,jak-pus,09-09-2023,26.6,33.0,29.3,72.0,-,8.0,8.0,330.0,1.0,C ,1.0
425,jak-pus,09-09-2024,28.0,33.0,28.6,74.0,0.0,7.9,8.0,320.0,2.0,C,2.0
426,jak-pus,09-10-2021,26.6,33.8,29.6,70.0,0,5.6,7.0,320.0,2.0,C ,2.0
427,jak-pus,09-10-2022,25.0,31.4,27.8,77.0,-,2.3,5.0,320.0,1.0,C ,4.0
428,jak-pus,09-10-2023,27,34.6,30.1,72.0,0,7.5,3.0,90.0,1.0,C ,1.0
429,jak-pus,09-10-2024,26.0,33.8,30.2,69.0,0.0,6.8,4.0,300.0,1.0,C,1.0
430,jak-pus,09-11-2021,25.6,32.0,29.4,78.0,-,4.5,4.0,320.0,1.0,C ,2.0
431,jak-pus,09-11-2022,24.8,31.6,28.0,78.0,7.7,0.6,5.0,320.0,1.0,C ,3.0
432,jak-pus,09-11-2023,27,-,30.0,72.0,0,0,5.0,320.0,1.0,C ,2.0
433,jak-pus,09-11-2024,27.8,33.6,29.1,76.0,0.0,5.7,3.0,320.0,1.0,C,1.0
434,jak-pus,09-12-2021,25,31,28,84.0,30.5,5.0,5.0,330.0,2.0,C ,2.0
435,jak-pus,09-12-2022,25.6,31.8,27.2,82.0,2.6,0.8,5.0,320.0,1.0,C ,7.0
436,jak-pus,09-12-2023,26.6,32.4,29.1,76.0,0,3.6,3.0,300.0,1.0,C ,0.0
437,jak-pus,09-12-2024,26.0,32.0,27.5,85.0,0.0,1.5,3.0,30.0,0.0,C,0.0
438,jak-pus,10-01-2021,24.6,31.0,27.1,82.0,34.3,4,4.0,280.0,1.0,C ,0.0
439,jak-pus,10-01-2022,25.2,31.8,28.3,78.0,-,1.5,7.0,330.0,2.0,C ,6.0
440,jak-pus,10-01-2023,27.2,34.4,30.1,65.0,8888,5,6.0,320.0,1.0,C ,3.0
441,jak-pus,10-01-2024,26.4,32.8,29.2,76.0,-,6.0,6.0,320.0,2.0,C ,4.0
442,jak-pus,10-02-2021,25.4,30.8,28.1,80.0,1.4,5.8,7.0,200.0,2.0,C ,0.0
443,jak-pus,10-02-2022,24.8,31.2,27.4,78.0,1.2,6.0,6.0,290.0,2.0,C ,2.0
444,jak-pus,10-02-2023,25,31.8,27.9,77.0,9.6,1.5,7.0,317.0,2.0,C ,2.0
445,jak-pus,10-02-2024,25.2,32.0,28.6,79.0,102,4.2,6.0,310.0,1.0,C ,3.0
446,jak-pus,10-03-2021,25,30.6,27.4,83.0,40.6,3.5,9.0,330.0,2.0,C ,0.0
447,jak-pus,10-03-2022,26,32.4,28.5,77.0,-,1.4,9.0,320.0,2.0,C ,4.0
448,jak-pus,10-03-2023,24,32.4,27.8,81.0,10,6.1,5.0,320.0,1.0,C ,9.0
449,jak-pus,10-03-2024,24.2,30.8,27.9,86.0,47.7,0.0,4.0,290.0,1.0,C ,14.0
450,jak-pus,10-04-2021,24.4,31.6,27.6,81.0,6,6.5,5.0,320.0,1.0,C ,1.0
451,jak-pus,10-04-2022,26.0,33.2,29.3,74.0,0,6.5,4.0,320.0,1.0,C ,8.0
452,jak-pus,10-04-2023,26.8,33.0,29.1,70,-,5.0,5.0,240.0,2.0,NW,6.0
453,jak-pus,10-04-2024,26.4,33.4,28.7,78.0,8.7,0.8,5.0,330.0,1.0,C ,14.0
454,jak-pus,10-05-2021,25.4,33.6,29.7,76.0,3.5,6.6,5.0,280.0,1.0,C ,3.0
455,jak-pus,10-05-2022,26.0,33.8,29.9,76.0,8888,1.0,8.0,300.0,2.0,C ,13.0
456,jak-pus,10-05-2023,27.2,34.0,30.3,76.0,0,3.6,5.0,120.0,1.0,C ,6.0
457,jak-pus,10-05-2024,27.8,34.6,30.9,73.0,-,6.0,3.0,140.0,1.0,C ,20.0
458,jak-pus,10-06-2021,26.8,33.0,29.4,76.0,0,4.7,5.0,330.0,2.0,C ,3.0
459,jak-pus,10-06-2022,-,34.0,28.1,77.0,5,-,5.0,320.0,1.0,C ,6.0
460,jak-pus,10-06-2023,27.4,32.4,29.5,75.0,0,5.2,3.0,10.0,1.0,C ,4.0
461,jak-pus,10-06-2024,27,34,30.7,73.0,0,3.6,6.0,360.0,1.0,C ,14.0
462,jak-pus,10-07-2021,25,32.6,29.6,73.0,-,5.8,3.0,110.0,2.0,E ,0.0
464,jak-pus,10-07-2022,25.2,32.4,28.2,70.0,0,6.7,4.0,50.0,1.0,C ,7.0
465,jak-pus,10-07-2023,26.2,33.0,29.3,73.0,0,4.5,4.0,160.0,1.0,C ,4.0
466,jak-pus,10-07-2024,25,33.2,28.7,76,1.6,2,4.0,360.0,1.0,C,5.0
467,jak-pus,10-08-2021,24.6,30.8,27.1,84.0,66.5,7.4,4.0,360.0,1.0,C ,0.0
468,jak-pus,10-08-2022,25.0,34.0,29.6,69,-,6.5,4.0,100.0,1.0,C ,6.0
469,jak-pus,10-08-2023,25.8,33.2,28.3,76.0,0,7.2,6.0,320.0,1.0,C ,3.0
470,jak-pus,10-08-2024,25.0,33.8,29.5,72.0,0.0,7.0,3.0,20.0,1.0,C,10.0
471,jak-pus,10-09-2021,24.8,32.8,28.5,64.0,0,8.7,3.0,10.0,1.0,C ,1.0
472,jak-pus,10-09-2022,24.2,30.4,26.7,84.0,55.8,1.2,5.0,300.0,2.0,C ,6.0
473,jak-pus,10-09-2023,26.2,31.8,28.4,66.0,0,8.0,4.0,310.0,1.0,C ,3.0
474,jak-pus,10-09-2024,25.8,31.6,28.0,80.0,22.4,6.5,4.0,320.0,1.0,C,3.0
475,jak-pus,10-10-2021,26,33.4,29.8,72.0,-,9.8,5.0,330.0,2.0,C ,0.0
476,jak-pus,10-10-2022,25.6,31.2,28.0,76.0,0,2.6,5.0,320.0,1.0,C ,6.0
477,jak-pus,10-10-2023,27.8,34.8,30.7,65.0,0,8.0,8.0,320.0,1.0,C ,0.0
478,jak-pus,10-10-2024,28.2,34.2,30.9,69.0,0.0,8.0,7.0,320.0,1.0,C,2.0
479,jak-pus,10-11-2021,26.4,33.4,28.6,76.0,1.9,3.4,6.0,290.0,1.0,C ,4.0
480,jak-pus,10-11-2022,25.0,31.2,27.6,82.0,8888,0.0,5.0,316.0,1.0,C ,7.0
481,jak-pus,10-11-2023,27,33.4,29.2,79.0,0,0,4.0,320.0,1.0,C ,1.0
482,jak-pus,10-11-2024,25.0,33.2,28.7,77.0,0.0,4.9,4.0,300.0,1.0,C,0.0
483,jak-pus,10-12-2021,24.8,31.8,28.1,82.0,0.6,2.5,5.0,320.0,2.0,C ,2.0
484,jak-pus,10-12-2022,24.2,33.2,27.9,77.0,14.1,3.0,4.0,310.0,1.0,C ,4.0
485,jak-pus,10-12-2023,26.8,32.0,29.2,77.0,0,1,4.0,50.0,1.0,C ,0.0
486,jak-pus,10-12-2024,25.4,31.8,27.7,82.0,26.0,0.0,6.0,260.0,3.0,W,2.0
487,jak-pus,11-01-2021,24.6,30.8,27.8,78.0,-,0,5.0,300.0,2.0,NW,1.0
488,jak-pus,11-01-2022,24.8,31.4,26.9,86.0,24,1.0,7.0,340.0,1.0,C ,4.0
489,jak-pus,11-01-2023,26.2,32.0,28.8,73.0,0,5,4.0,320.0,1.0,C ,4.0
490,jak-pus,11-01-2024,26.8,32.8,27.3,87.0,0,3.8,5.0,320.0,1.0,C ,3.0
491,jak-pus,11-02-2021,25.8,32.0,27.6,81.0,8888,2.8,5.0,290.0,2.0,C ,1.0
492,jak-pus,11-02-2022,24.6,30.8,27.7,79.0,-,0.3,7.0,320.0,1.0,C ,4.0
493,jak-pus,11-02-2023,25.2,29.4,27.5,85.0,25.8,6.3,4.0,290.0,1.0,C ,3.0
494,jak-pus,11-02-2024,26.6,32.0,28.8,78.0,0,5.2,7.0,300.0,2.0,NW,0.0
495,jak-pus,11-03-2021,23,30.2,26.0,82.0,35.1,5.6,5.0,290.0,1.0,C ,0.0
496,jak-pus,11-03-2022,25.4,32.0,27.5,85.0,-,5.3,10.0,340.0,3.0,C ,5.0
497,jak-pus,11-03-2023,25.8,33.6,28.5,77.0,8888,8.4,4.0,280.0,1.0,C ,5.0
498,jak-pus,11-03-2024,25.4,29.8,27.9,86.0,10.4,0.2,6.0,330.0,1.0,C ,8.0
499,jak-pus,11-04-2021,25.2,31.6,28.1,77.0,0,3.3,3.0,300.0,1.0,C ,0.0
500,jak-pus,11-04-2022,26.4,32.8,28.2,78.0,-,7.0,6.0,320.0,1.0,C ,8.0
