ID,REG,DATE,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,CASES
1486,jak-ut,01-03-2024,24,32.3,29.4,79.0,32.5,0.0,5.0,270.0,2.0,C ,21.0
1487,jak-ut,01-04-2021,26.2,30.0,27.7,86.0,0.7,7.7,8.0,290.0,4.0,W ,5.0
1488,jak-ut,01-04-2022,26.6,31.2,28.8,80.0,-,7.9,4.0,100.0,2.0,W ,16.0
1489,jak-ut,01-04-2023,26.4,31.2,28.4,78,-,4.2,8,250,4,W ,14.0
1490,jak-ut,01-04-2024,27.8,33.6,30.1,81.0,0.4,6.3,4.0,80.0,1.0,C ,45.0
1491,jak-ut,01-05-2021,27.2,33.4,29.9,83.0,0,2.4,6.0,50.0,4.0,SE,8.0
1492,jak-ut,01-05-2022,27,31.5,28.9,83.0,0.3,3.3,4.0,40.0,1.0,C ,11.0
1493,jak-ut,01-05-2023,-,31.4,29.1,82.0,-,6.7,3.0,330.0,1.0,C ,9.0
1494,jak-ut,01-05-2024,-,33.2,30.5,81.0,0,6.4,5.0,50.0,2.0,C ,34.0
1495,jak-ut,01-06-2021,27.5,32.7,29.8,78.0,0,8.2,5.0,30.0,2.0,SE,5.0
1497,jak-ut,01-06-2022,25.8,33.2,28.9,77.0,-,6.8,6.0,270.0,1.0,C ,14.0
1498,jak-ut,01-06-2023,27.4,32.4,29.4,77.0,0,8.4,5.0,40.0,2.0,C ,5.0
1499,jak-ut,01-06-2024,28.8,32.2,29.9,79.0,0,8.0,4.0,130.0,1.0,C ,14.0
1500,jak-ut,01-07-2021,26,30.8,26.2,88.0,1.6,1.2,3.0,70.0,1.0,C ,2.0
1501,jak-ut,01-07-2022,25.8,32.9,28.5,76,-,8.1,3.0,80.0,2.0,SE,19.0
1502,jak-ut,01-07-2023,27.2,32.4,29.5,79.0,0,7.3,4.0,60.0,1.0,C ,5.0
1503,jak-ut,01-07-2024,25.6,32.6,29.3,80,0,8.7,5.0,10.0,1.0,C ,17.0
1504,jak-ut,01-08-2021,26,31.6,28.5,76.0,1.9,2.1,4.0,40.0,2.0,S ,1.0
1505,jak-ut,01-08-2022,26.2,32.9,28.7,76.0,-,7.4,5.0,120.0,3.0,S ,24.0
1506,jak-ut,01-08-2023,25.4,34.0,29.0,75.0,-,8.8,7.0,50.0,4.0,NE,3.0
1507,jak-ut,01-08-2024,27.0,32.6,29.5,76.0,0.0,8.0,5.0,330.0,1.0,C,20.0
1508,jak-ut,01-09-2021,27.0,33.4,29.3,71.0,8888,0.7,6.0,50.0,2.0,E ,4.0
1509,jak-ut,01-09-2022,27.3,33.0,29.5,76.0,-,4.4,6.0,100.0,3.0,E ,12.0
1510,jak-ut,01-09-2023,25.6,31.8,28.2,74.0,0,8.3,4.0,170.0,1.0,C ,5.0
1511,jak-ut,01-09-2024,26.0,32.4,28.9,77.0,0.0,8.0,5.0,40.0,2.0,C,6.0
1512,jak-ut,01-10-2021,25.9,31.4,29,75,25.1,10.7,5.0,50.0,2.0,NE,7.0
1513,jak-ut,01-10-2022,27.6,32.8,29.9,77.0,0,4.3,5.0,30.0,2.0,E ,9.0
1514,jak-ut,01-10-2023,27.2,32.2,29.3,74.0,0,8.9,6.0,30.0,2.0,C ,1.0
1515,jak-ut,01-10-2024,25.8,33.4,30.1,76.0,0.0,8.0,4.0,80.0,1.0,C,2.0
1516,jak-ut,01-11-2021,26.6,31.5,28.1,84.0,2.2,6.6,4.0,180.0,2.0,S ,6.0
1517,jak-ut,01-11-2022,27,31.8,29.2,78.0,-,8.3,5.0,20.0,2.0,C ,13.0
1518,jak-ut,01-11-2023,26,33.8,30.2,78.0,2.5,8.9,7.0,10.0,2.0,C ,3.0
1519,jak-ut,01-11-2024,27.5,34.2,30.2,73.0,0.0,6.6,5.0,110.0,2.0,C,4.0
1520,jak-ut,01-12-2021,27.6,34.4,30.3,61.0,0.0,0.7,5.0,260.0,3.0,W ,7.0
1521,jak-ut,01-12-2022,26.2,32.4,28.9,79.0,-,0.7,3.0,180.0,1.0,C ,10.0
1522,jak-ut,01-12-2023,25.6,30.2,27.2,90.0,3,3.8,5.0,280.0,2.0,C ,2.0
1523,jak-ut,01-12-2024,28.3,35.4,31.0,67.0,8888.0,3.6,8.0,260.0,4.0,W,5.0
1524,jak-ut,02-01-2021,25,30.8,27.3,82.0,0.5,2.9,6.0,320.0,3.0,NW,0.0
1525,jak-ut,02-01-2022,26.5,32.4,28.6,79.0,0.0,4.7,5.0,270.0,2.0,W ,6.0
1526,jak-ut,02-01-2023,23.4,30,27.2,88.0,134.4,0.1,5.0,290.0,3.0,W ,5.0
1527,jak-ut,02-01-2024,27.4,32.4,30.0,81.0,-,2.6,5.0,300.0,3.0,W ,3.0
1528,jak-ut,02-02-2021,25.4,30.4,27.8,84.0,22.3,4.4,6.0,290.0,3.0,W ,1.0
1529,jak-ut,02-02-2022,24.2,30.6,28.0,83.0,28.1,7.3,5.0,320.0,2.0,C ,8.0
1530,jak-ut,02-02-2023,24.4,30.6,28.0,86.0,82.5,1.4,15.0,270.0,2.0,C ,11.0
1531,jak-ut,02-02-2024,25,32.6,28.2,84.0,20,6.9,8.0,330.0,3.0,NW,8.0
1532,jak-ut,02-03-2021,24.2,31.0,26.8,89.0,46.7,6.6,3.0,320.0,1.0,C ,1.0
1533,jak-ut,02-03-2022,24.6,31.7,27,84.0,4.2,0.9,7.0,270.0,4.0,W ,9.0
1534,jak-ut,02-03-2023,24.2,26.5,25.1,94.0,59.4,2.4,4.0,290.0,2.0,W ,7.0
1535,jak-ut,02-03-2024,26.2,30.6,28.3,84.0,0.2,7.9,6.0,280.0,1.0,C ,13.0
1536,jak-ut,02-04-2021,26.2,32.0,29.3,82.0,0,0.0,4.0,30.0,2.0,C ,2.0
1537,jak-ut,02-04-2022,27,32.7,29.6,73.0,0.5,0.0,4.0,290.0,2.0,W ,25.0
1538,jak-ut,02-04-2023,26.4,31.6,28.4,83,0.2,1.8,7,300,2,NW,11.0
1539,jak-ut,02-04-2024,28,34.0,29.9,82.0,0,5.8,4.0,240.0,1.0,C ,43.0
1540,jak-ut,02-05-2021,27.6,33.2,29.9,82.0,0,8.2,5.0,60.0,3.0,E ,6.0
1541,jak-ut,02-05-2022,-,32.0,27.8,85.0,0.5,4.8,6.0,160.0,1.0,C ,13.0
1542,jak-ut,02-05-2023,27.5,32.2,29.5,81.0,0,3.6,5.0,40.0,2.0,C ,17.0
1543,jak-ut,02-05-2024,28.8,33.8,31.2,78.0,0,0.6,6.0,70.0,3.0,NE,59.0
1544,jak-ut,02-06-2021,27.5,33.2,29.8,76.0,0,5.6,5.0,60.0,2.0,NE,13.0
1545,jak-ut,02-06-2022,26.6,32.2,28.2,83.0,-,6.6,4.0,300.0,1.0,C ,11.0
1546,jak-ut,02-06-2023,27.4,34.4,30.1,72.0,0,6.7,6.0,110.0,3.0,C ,18.0
1547,jak-ut,02-06-2024,27.2,33.4,29.7,81.0,0,1.4,5.0,20.0,1.0,C ,26.0
1548,jak-ut,02-07-2021,24.6,32.8,28.4,76.0,32.5,0.8,7.0,130.0,3.0,E ,0.0
1549,jak-ut,02-07-2022,26.0,32.4,29.3,75,0,7.8,4.0,160.0,2.0,W ,15.0
1550,jak-ut,02-07-2023,27.8,32.0,29.4,79.0,0,5.2,5.0,10.0,1.0,C ,3.0
1551,jak-ut,02-07-2024,27,31.0,28.9,83,0,5.3,3.0,50.0,1.0,C ,20.0
1552,jak-ut,02-08-2021,26.2,32,29.1,73.0,0,5.7,5.0,70.0,2.0,C ,5.0
1553,jak-ut,02-08-2022,26.4,32.2,29.3,76.0,-,9.1,4.0,40.0,2.0,NE,19.0
1554,jak-ut,02-08-2023,26.6,32.8,29.7,76.0,0,9.0,4.0,100.0,2.0,E ,4.0
1555,jak-ut,02-08-2024,27.2,32.0,29.0,80.0,0.0,7.8,4.0,190.0,1.0,C,12.0
1556,jak-ut,02-09-2021,27.0,32.2,29.1,70.0,0,6.0,5.0,10.0,2.0,C ,5.0
1557,jak-ut,02-09-2022,-,33.2,29.1,81.0,3.4,8.0,6.0,70.0,2.0,C ,10.0
1558,jak-ut,02-09-2023,25.8,32.3,29.1,74.0,8888,8.5,5.0,110.0,3.0,E ,3.0
1559,jak-ut,02-09-2024,27.0,33.2,30.0,78.0,0.0,8.0,4.0,50.0,2.0,C,14.0
1560,jak-ut,02-10-2021,27.6,30.8,28.8,76,0.0,4,5.0,80.0,2.0,E ,3.0
1561,jak-ut,02-10-2022,27.2,30.2,28.1,80.0,0,9.3,4.0,350.0,1.0,C ,2.0
1562,jak-ut,02-10-2023,27,32.8,29.5,74.0,0,7.7,5.0,10.0,2.0,C ,7.0
1563,jak-ut,02-10-2024,28.0,33.9,30.7,74.0,0.0,8.0,5.0,100.0,2.0,C,3.0
1564,jak-ut,02-11-2021,25.9,32.0,28.7,76.0,1.5,1.5,7.0,290.0,2.0,C ,1.0
1565,jak-ut,02-11-2022,26.7,32.4,29.6,77.0,-,5.8,5.0,70.0,2.0,C ,4.0
1566,jak-ut,02-11-2023,28.1,33.6,30.8,77.0,0,6.4,5.0,220.0,1.0,C ,1.0
1567,jak-ut,02-11-2024,25.6,33.6,29.5,76.0,0.0,4.4,6.0,40.0,1.0,C,3.0
1568,jak-ut,02-12-2021,27.6,34.4,30.4,68.0,0.0,4.8,7.0,270.0,4.0,W ,5.0
1569,jak-ut,02-12-2022,26.8,30.9,28.4,80.0,0,7.0,3.0,50.0,2.0,S ,7.0
1570,jak-ut,02-12-2023,25.4,32.4,29.5,84.0,1.5,0.0,5.0,60.0,2.0,C ,3.0
1571,jak-ut,02-12-2024,27.0,34.4,29.6,73.0,1.6,8.0,8.0,270.0,5.0,W,8.0
1572,jak-ut,03-01-2021,25,31,28.0,82.0,-,5.5,5.0,310.0,3.0,W ,0.0
1573,jak-ut,03-01-2022,26,33.2,29.3,69.0,0.0,4.4,5.0,20.0,2.0,W ,12.0
1574,jak-ut,03-01-2023,25.0,29,26.7,83.0,0.7,1.1,7.0,260.0,2.0,W ,8.0
1575,jak-ut,03-01-2024,26.6,30.2,27.9,87.0,4.1,0,5.0,280.0,2.0,W ,4.0
1576,jak-ut,03-02-2021,24.0,29.2,26.1,92.0,58.3,5.1,6.0,330.0,3.0,NW,3.0
1577,jak-ut,03-02-2022,26.2,31.6,28.9,81.0,8888.0,3.7,3.0,310.0,1.0,NE,6.0
1578,jak-ut,03-02-2023,23,29.8,26.5,86.0,16.1,0.6,4.0,310.0,1.0,C ,10.0
1579,jak-ut,03-02-2024,25,30.8,28.1,82.0,41.5,8.8,8.0,300.0,4.0,W ,3.0
1580,jak-ut,03-03-2021,-,30.8,27.4,84.0,33.8,4.6,4.0,280.0,2.0,W ,3.0
1581,jak-ut,03-03-2022,25.4,32,28.2,78.0,15,5.7,5.0,300.0,3.0,W ,14.0
1582,jak-ut,03-03-2023,24,31.2,27.4,85.0,10.8,0,5.0,270.0,1.0,C ,12.0
1583,jak-ut,03-03-2024,26.4,31.8,28.5,84.0,7.5,1.9,4.0,280.0,2.0,W ,14.0
1584,jak-ut,03-04-2021,25.0,29.0,26.9,91.0,46,9.6,3.0,150.0,1.0,SE,4.0
1585,jak-ut,03-04-2022,26.5,32.8,27.4,79.0,0,8.1,7.0,270.0,2.0,W ,15.0
1586,jak-ut,03-04-2023,25.8,32.1,28.5,79,0,8.1,6,10,3,W ,21.0
1587,jak-ut,03-04-2024,28,32.8,29.1,84.0,-,2.7,4.0,50.0,1.0,C ,43.0
1588,jak-ut,03-05-2021,27.9,33.0,29.8,83.0,-,7.3,6.0,110.0,3.0,E ,4.0
1589,jak-ut,03-05-2022,25,32.8,28.5,82.0,18,5.0,4.0,130.0,1.0,C ,20.0
1590,jak-ut,03-05-2023,28,33.5,30.2,80.0,-,0.9,4.0,50.0,2.0,C ,16.0
1591,jak-ut,03-05-2024,29,34.0,31.2,78.0,0,4.6,4.0,70.0,1.0,C ,52.0
1592,jak-ut,03-06-2021,27.4,33.2,29.5,79.0,15.5,6.6,5.0,70.0,3.0,E ,5.0
1593,jak-ut,03-06-2022,-,32.2,28.4,78.0,4.5,6.3,4.0,40.0,2.0,C ,16.0
1594,jak-ut,03-06-2023,23.5,34.4,30.1,76.0,-,8.4,4.0,110.0,2.0,C ,5.0
1595,jak-ut,03-06-2024,25.3,30.6,28.7,87.0,28.2,1.8,3.0,290.0,1.0,C ,25.0
1596,jak-ut,03-07-2021,25.7,33.0,28.9,76.0,0,10.4,4.0,40.0,2.0,NE,4.0
1597,jak-ut,03-07-2022,26.7,32.4,29.1,84,11.6,5.3,5.0,350.0,2.0,E ,9.0
1598,jak-ut,03-07-2023,27.4,32.0,29.3,78.0,-,1.7,5.0,360.0,1.0,C ,5.0
1599,jak-ut,03-07-2024,27,32.6,28.9,80,0,1.5,6.0,40.0,1.0,C ,8.0
1600,jak-ut,03-08-2021,27.2,33,29.1,73.0,0,5.3,6.0,60.0,2.0,C ,3.0
1601,jak-ut,03-08-2022,-,32.8,29.3,78.0,-,7.2,5.0,90.0,3.0,E ,22.0
1602,jak-ut,03-08-2023,27.2,34.0,30.0,76.0,-,3.8,6.0,80.0,3.0,E ,6.0
1603,jak-ut,03-08-2024,26.0,34.0,29.2,78.0,8888.0,6.0,5.0,20.0,1.0,C,10.0
1604,jak-ut,03-09-2021,27.2,32.2,29.1,75.0,0,1.1,4.0,30.0,2.0,NE,1.0
1605,jak-ut,03-09-2022,26,32.6,28.4,79.0,0,3.1,9.0,260.0,4.0,N ,9.0
1606,jak-ut,03-09-2023,27.0,33.6,29.1,74.0,0.2,7.7,5.0,30.0,2.0,NE,1.0
1607,jak-ut,03-09-2024,27.8,32.6,29.6,77.0,0.0,8.0,15.0,4.0,2.0,C,8.0
1608,jak-ut,03-10-2021,26.4,33.0,29.1,72,0.0,3.4,3.0,40.0,2.0,W ,3.0
1609,jak-ut,03-10-2022,24.6,32.8,29.0,78.0,34.1,2.8,6.0,320.0,1.0,C ,7.0
1610,jak-ut,03-10-2023,27,32.8,29.5,69.0,0,7.4,6.0,80.0,2.0,C ,4.0
1611,jak-ut,03-10-2024,28.8,34.0,30.2,80.0,0.8,8.0,5.0,70.0,3.0,E,9.0
1612,jak-ut,03-11-2021,26.2,32.6,28.7,76.0,0.0,8.7,4.0,20.0,1.0,C ,2.0
1613,jak-ut,03-11-2022,27,32.0,29.3,80.0,0,8.1,4.0,50.0,2.0,C ,14.0
1614,jak-ut,03-11-2023,28,34.2,30.8,77.0,0,9,5.0,40.0,2.0,C ,5.0
1615,jak-ut,03-11-2024,27.0,32.4,28.8,77.0,0.3,5.9,4.0,100.0,1.0,C,3.0
1616,jak-ut,03-12-2021,27.4,32.6,29.6,72.0,0.0,8.9,4.0,290.0,2.0,W ,8.0
1617,jak-ut,03-12-2022,26.2,32.0,28.9,80.0,0,1.5,6.0,10.0,2.0,C ,5.0
1618,jak-ut,03-12-2023,27.0,32.0,28.8,85.0,-,6.8,5.0,30.0,2.0,S ,5.0
1619,jak-ut,03-12-2024,25.6,30.1,27.1,81.0,13.0,3.8,10.0,270.0,5.0,W,6.0
1620,jak-ut,04-01-2021,26.2,31.4,28.6,79.0,2.8,2.5,6.0,260.0,3.0,W ,2.0
1621,jak-ut,04-01-2022,-,32.6,29.3,67.0,0.0,7.7,4.0,30.0,2.0,NE,16.0
1622,jak-ut,04-01-2023,24.6,30.6,27.0,88.0,3.2,0.1,5.0,270.0,2.0,W ,3.0
1623,jak-ut,04-01-2024,26.0,30.2,26.7,90.0,10.8,0,5.0,320.0,2.0,C ,2.0
1624,jak-ut,04-02-2021,24.8,30.4,27.2,85.0,18.5,0.8,7.0,320.0,3.0,NW,2.0
1625,jak-ut,04-02-2022,24.7,31.4,27.3,85.0,23.0,6.3,5.0,310.0,2.0,C ,4.0
1626,jak-ut,04-02-2023,24,30.8,28.2,82.0,0.2,0.0,5.0,320.0,3.0,NW,8.0
1627,jak-ut,04-02-2024,26.4,31,28.4,84.0,0,2.1,8.0,260.0,2.0,C ,7.0
1628,jak-ut,04-03-2021,25,31.1,28.5,81.0,-,7,4.0,310.0,2.0,NW,4.0
1629,jak-ut,04-03-2022,25,-,27.5,81.0,3.4,7.3,4.0,330.0,2.0,C ,21.0
1630,jak-ut,04-03-2023,25,29.6,27.0,84.0,11.7,5.5,7.0,280.0,3.0,W ,9.0
1631,jak-ut,04-03-2024,26.6,33.6,29.1,80.0,0.4,2.5,5.0,300.0,3.0,SW,20.0
1632,jak-ut,04-04-2021,25.6,30.0,27.8,89.0,3,0.0,4.0,320.0,2.0,NE,1.0
1633,jak-ut,04-04-2022,26,32.2,28.7,76.0,4,3.5,5.0,270.0,2.0,C ,24.0
1634,jak-ut,04-04-2023,26.2,32.6,28.7,78,0.5,7.4,4,320,3,W ,13.0
1635,jak-ut,04-04-2024,26.8,34.4,30.7,78.0,8888,4.4,5.0,160.0,1.0,C ,42.0
1636,jak-ut,04-05-2021,27.4,33.1,29.5,84.0,-,4.9,5.0,30.0,2.0,NE,3.0
1637,jak-ut,04-05-2022,26,32.6,28.9,81.0,0,3.3,7.0,40.0,2.0,C ,36.0
1638,jak-ut,04-05-2023,26.6,33.0,29.4,81.0,21.7,7.3,5.0,20.0,2.0,C ,20.0
1639,jak-ut,04-05-2024,28.9,34.2,30.7,74.0,-,8.0,4.0,90.0,2.0,C ,59.0
1640,jak-ut,04-06-2021,27.4,34.7,30.6,74.0,-,5.4,6.0,60.0,2.0,C ,9.0
1641,jak-ut,04-06-2022,26.2,32.0,29.1,81.0,-,6.8,3.0,140.0,1.0,W ,18.0
1642,jak-ut,04-06-2023,27.9,32.2,29.6,78.0,0,7.2,5.0,40.0,2.0,C ,9.0
1643,jak-ut,04-06-2024,26.8,32.8,30,80.0,0.2,0.6,4.0,20.0,1.0,C ,21.0
1644,jak-ut,04-07-2021,26.2,32.6,28.7,76.0,0,7.8,5.0,60.0,2.0,NE,3.0
1645,jak-ut,04-07-2022,25.4,33.2,29.5,75,19.5,5.1,5.0,80.0,3.0,E ,22.0
1646,jak-ut,04-07-2023,26.9,32.7,29.2,76.0,-,5.1,6.0,10.0,3.0,N ,4.0
1647,jak-ut,04-07-2024,26.9,32.0,27.3,85,0,7.2,4.0,340.0,1.0,C ,7.0
1648,jak-ut,04-08-2021,26.8,32.6,29.0,72.0,0,6.9,6.0,60.0,2.0,NE,2.0
1649,jak-ut,04-08-2022,25,32.0,28.0,84.0,27.1,4.6,5.0,10.0,2.0,C ,12.0
1650,jak-ut,04-08-2023,27.4,34.0,29.5,77.0,0,9.0,7.0,70.0,3.0,E ,1.0
1651,jak-ut,04-08-2024,26.6,33.0,29.4,78.0,0.0,8.0,5.0,100.0,2.0,C,6.0
1652,jak-ut,04-09-2021,26.8,32.6,29.1,68.0,-,0.0,4.0,180.0,2.0,S ,2.0
1654,jak-ut,04-09-2022,26.2,32.5,29.1,74.0,-,8.7,4.0,180.0,2.0,C ,7.0
1655,jak-ut,04-09-2023,25.2,33.6,28.3,67.0,0,6.7,5.0,40.0,2.0,C ,7.0
1656,jak-ut,04-09-2024,27.0,35.1,30.0,73.0,0.0,6.1,6.0,60.0,2.0,E,8.0
1657,jak-ut,04-10-2021,26.8,32.8,28.7,74,0.0,8.5,6.0,40.0,2.0,SE,3.0
1658,jak-ut,04-10-2022,26.6,31.8,27.9,82.0,-,7.2,4.0,50.0,1.0,C ,16.0
1659,jak-ut,04-10-2023,27.4,32.8,29.3,74.0,0,8.2,6.0,10.0,3.0,NE,7.0
1660,jak-ut,04-10-2024,28.0,34.9,30.5,71.0,0.0,5.5,6.0,100.0,2.0,C,5.0
1661,jak-ut,04-11-2021,26.6,32.8,29.1,77.0,8888.0,8.4,6.0,270.0,2.0,W ,1.0
1662,jak-ut,04-11-2022,27,32.8,29.6,79.0,0,3.5,4.0,60.0,1.0,C ,8.0
1663,jak-ut,04-11-2023,28.7,33.4,28.9,83.0,0,8,5.0,40.0,2.0,S ,0.0
1664,jak-ut,04-11-2024,25.8,30.6,28.1,81.0,3.4,5.4,3.0,30.0,1.0,C,3.0
1665,jak-ut,04-12-2021,-,-,-,82.0,0.0,1.2,6.0,290.0,2.0,W ,7.0
1666,jak-ut,04-12-2022,26.8,32.2,28.9,79.0,0,7.8,3.0,80.0,1.0,C ,7.0
1667,jak-ut,04-12-2023,26.2,28.5,27.0,88.0,2.3,3.2,3.0,280.0,1.0,C ,1.0
1668,jak-ut,04-12-2024,23.8,29.8,27.2,82.0,12.0,0.1,7.0,250.0,4.0,W,4.0
1669,jak-ut,05-01-2021,26.4,29.2,27.8,84.0,-,7.0,8.0,280.0,2.0,W ,0.0
1670,jak-ut,05-01-2022,27.1,32.7,29.4,74.0,0.0,7.1,4.0,290.0,2.0,C ,16.0
1671,jak-ut,05-01-2023,23.6,31.6,27.5,84.0,31.3,3.5,4.0,310.0,3.0,W ,11.0
1672,jak-ut,05-01-2024,24.6,32.0,28.3,83.0,78.4,0,4.0,290.0,2.0,SE,3.0
1673,jak-ut,05-02-2021,24.4,30.4,28.0,81.0,13.6,7.5,7.0,320.0,4.0,NW,1.0
1674,jak-ut,05-02-2022,25.2,28.4,26.4,89.0,3.8,6.2,7.0,280.0,3.0,W ,4.0
1675,jak-ut,05-02-2023,26.6,33.4,29.0,75.0,0.0,3.5,6.0,260.0,4.0,W ,7.0
1676,jak-ut,05-02-2024,26.2,31.6,28.5,84.0,0.5,5.4,7.0,350.0,1.0,C ,3.0
1677,jak-ut,05-03-2021,26.3,32.0,28.1,81.0,3.3,2.7,6.0,20.0,2.0,C ,2.0
1678,jak-ut,05-03-2022,25.2,33.2,27.6,79.0,8888,1.8,8.0,270.0,2.0,C ,11.0
1679,jak-ut,05-03-2023,25.4,30.0,27.2,85.0,0.6,1.4,5.0,240.0,3.0,W ,2.0
1680,jak-ut,05-03-2024,26.8,34.4,29.9,77.0,1.6,6.1,8.0,240.0,4.0,W ,12.0
1681,jak-ut,05-04-2021,26.6,31.5,29.0,85.0,0,0.2,4.0,310.0,2.0,W ,7.0
1682,jak-ut,05-04-2022,26.1,33.2,28.2,80.0,-,6.9,5.0,20.0,2.0,C ,22.0
1683,jak-ut,05-04-2023,26.2,32.8,28.8,83,-,3.7,6,260,2,C ,10.0
1684,jak-ut,05-04-2024,27.8,34.0,30.7,80.0,0,7,4.0,250.0,2.0,W ,37.0
1685,jak-ut,05-05-2021,27.8,33.2,29.7,83.0,0,4.2,5.0,30.0,2.0,NE,4.0
1686,jak-ut,05-05-2022,26.6,34.0,29.3,80.0,-,4.0,7.0,70.0,2.0,C ,30.0
1687,jak-ut,05-05-2023,27.2,33.0,29.8,79.0,1.5,8.6,5.0,110.0,2.0,SE,9.0
1688,jak-ut,05-05-2024,28.2,33.4,30.8,76.0,0,6.9,4.0,20.0,2.0,C ,39.0
1689,jak-ut,05-06-2021,27.8,32.2,29.6,78.0,-,-,6.0,30.0,2.0,NE,3.0
1690,jak-ut,05-06-2022,26.8,32.8,29.1,79.0,0,8.1,5.0,360.0,1.0,C ,13.0
1691,jak-ut,05-06-2023,27.8,32.3,29.4,76.0,0,7.3,5.0,40.0,2.0,NE,13.0
1692,jak-ut,05-06-2024,27.8,32.8,30.1,78.0,0,5.2,4.0,20.0,2.0,N ,23.0
1693,jak-ut,05-07-2021,26.4,31.9,28.9,76.0,0,9.6,4.0,40.0,2.0,NE,6.0
1694,jak-ut,05-07-2022,27.2,33.0,30,77,0,8,5.0,60.0,2.0,C ,20.0
1695,jak-ut,05-07-2023,26.9,33.6,29.4,77.0,0,8.6,6.0,10.0,1.0,C ,6.0
1696,jak-ut,05-07-2024,25,31.8,27.1,86,36.5,2.1,5.0,130.0,3.0,SE,13.0
1697,jak-ut,05-08-2021,26.8,32.4,28.4,78.0,0,9.9,4.0,30.0,1.0,C ,7.0
1698,jak-ut,05-08-2022,25.4,31.6,27.7,87.0,16,7.2,3.0,250.0,1.0,C ,14.0
1699,jak-ut,05-08-2023,27.0,33.0,29.3,77.0,-,5.9,6.0,60.0,2.0,C ,3.0
1700,jak-ut,05-08-2024,26.6,31.6,28.8,77.0,1.5,8.0,5.0,250.0,2.0,SE,8.0
1701,jak-ut,05-09-2021,26.8,32.6,29.6,70.0,-,10.5,7.0,40.0,2.0,C ,7.0
1702,jak-ut,05-09-2022,27.2,33.2,29.6,78.0,-,7.4,5.0,70.0,2.0,C ,18.0
1703,jak-ut,05-09-2023,25.4,32.8,28.2,68.0,0,7.4,7.0,100.0,3.0,C ,10.0
1704,jak-ut,05-09-2024,27.6,33.0,29.9,70.0,0.0,8.0,4.0,40.0,2.0,C,9.0
1705,jak-ut,05-10-2021,26.4,32.8,29.2,65,7.2,3.3,5.0,330.0,2.0,C ,1.0
1706,jak-ut,05-10-2022,25.4,30.0,27.8,83.0,13.8,6.5,4.0,60.0,2.0,C ,6.0
1707,jak-ut,05-10-2023,-,33.0,29.8,75.0,-,9.5,6.0,40.0,3.0,NE,1.0
1708,jak-ut,05-10-2024,28.2,33.6,30.4,76.0,0.0,8.0,5.0,40.0,2.0,C,0.0
1709,jak-ut,05-11-2021,26.9,30.5,28.3,83.0,8888.0,7.6,3.0,300.0,1.0,C ,5.0
1710,jak-ut,05-11-2022,26.2,32.4,28.4,82.0,1,5.4,5.0,320.0,2.0,C ,9.0
1711,jak-ut,05-11-2023,25,32.8,29.3,82.0,7.5,6.2,5.0,140.0,2.0,C ,2.0
1712,jak-ut,05-11-2024,26.9,32.8,28.9,79.0,8888.0,1.2,6.0,40.0,2.0,NE,4.0
1713,jak-ut,05-12-2021,25.4,27.8,26.4,84.0,4.8,0,11.0,280.0,2.0,C ,5.0
1714,jak-ut,05-12-2022,26.6,32.0,28.7,80.0,-,6.4,4.0,70.0,1.0,C ,4.0
1715,jak-ut,05-12-2023,24.8,32.5,29.7,81.0,8888,0.0,5.0,100.0,2.0,C ,5.0
1716,jak-ut,05-12-2024,25.2,31.4,27.6,85.0,0.7,0.0,9.0,320.0,4.0,W,13.0
1717,jak-ut,06-01-2021,23.9,30.6,27.5,84.0,19.1,0.5,4.0,350.0,2.0,NW,0.0
1718,jak-ut,06-01-2022,25.6,32.1,28.6,82.0,36.0,9.1,4.0,310.0,2.0,C ,8.0
1719,jak-ut,06-01-2023,24.8,33.7,29.2,76.0,1.5,2.9,6.0,260.0,4.0,W ,4.0
1720,jak-ut,06-01-2024,25.6,32.0,28.6,82.0,0.8,5.8,5.0,340.0,1.0,C ,2.0
1721,jak-ut,06-02-2021,25.0,30.7,28.6,82.0,24.6,7.7,5.0,280.0,3.0,W ,0.0
1722,jak-ut,06-02-2022,25.4,30.7,28.0,80.0,61.0,0.0,5.0,280.0,2.0,W ,7.0
1723,jak-ut,06-02-2023,27,32.4,29.3,72.0,8888.0,7.9,8.0,270.0,4.0,W ,17.0
1724,jak-ut,06-02-2024,-,-,-,88.0,8888,4.6,5.0,270.0,2.0,W ,15.0
1725,jak-ut,06-03-2021,26.4,30.5,27.3,86.0,0.5,5.5,5.0,310.0,2.0,C ,2.0
1726,jak-ut,06-03-2022,24,33.4,27.6,76.0,15.6,4.5,10.0,270.0,5.0,W ,16.0
1727,jak-ut,06-03-2023,25,32.1,28.5,77.0,1.5,4.7,7.0,310.0,4.0,W ,10.0
1728,jak-ut,06-03-2024,27.4,32.5,29.5,80.0,8888,6.9,7.0,290.0,4.0,W ,28.0
1729,jak-ut,06-04-2021,25.6,33.2,28.5,83.0,0,1.0,10.0,270.0,6.0,W ,3.0
1730,jak-ut,06-04-2022,25,33.6,28.3,77.0,33.6,7.8,5.0,280.0,2.0,W ,26.0
1731,jak-ut,06-04-2023,26.2,33.2,29.7,72,-,8.8,5,300,2,C ,23.0
